id,focus,signal,slack,drag,confidence,score,lane
l001,move ordering,35,33,6,25,110,hold
l002,search width,35,34,6,55,141,watch
l003,endgame risk,35,35,6,85,172,watch
l004,position pressure,35,36,18,25,77,hold
l005,move ordering,35,37,18,55,108,hold
l006,search width,35,38,18,85,139,watch
l007,endgame risk,35,39,34,25,32,hold
l008,position pressure,35,40,34,55,63,hold
l009,move ordering,35,41,34,85,94,hold
l010,search width,60,42,6,25,169,watch
l011,endgame risk,60,43,6,55,200,ship
l012,position pressure,60,44,6,85,231,ship
l013,move ordering,60,45,18,25,136,watch
l014,search width,60,46,18,55,167,watch
l015,endgame risk,60,47,18,85,198,watch
l016,position pressure,60,48,34,25,91,hold
l017,move ordering,60,32,34,55,105,hold
l018,search width,60,33,34,85,136,watch
l019,endgame risk,85,34,6,25,211,ship
l020,position pressure,85,35,6,55,242,ship
l021,move ordering,85,36,6,85,273,ship
l022,search width,85,37,18,25,178,watch
l023,endgame risk,85,38,18,55,209,ship
l024,position pressure,85,39,18,85,240,ship
l025,move ordering,85,40,34,25,133,watch
l026,search width,85,41,34,55,164,watch
l027,endgame risk,85,42,34,85,195,watch
